Gene,pathways
STE4,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
RFC1,"['PATHWAY     sce03030  DNA replication', 'sce03420  Nucleotide excision repair', 'sce03430  Mismatch repair']"
MCT1,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01212  Fatty acid metabolism']"
MKK1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04139  Mitophagy - yeast']"
RPL33B,['PATHWAY     sce03010  Ribosome']
DFR1,"['PATHWAY     sce00670  One carbon pool by folate', 'sce00790  Folate biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
MET7,"['PATHWAY     sce00790  Folate biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
DGA1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce01100  Metabolic pathways']"
APC5,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast', 'sce04120  Ubiquitin mediated proteolysis']"
TUM1,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce00920  Sulfur metabolism', 'sce01100  Metabolic pathways', 'sce04122  Sulfur relay system']"
SEC63,"['PATHWAY     sce03060  Protein export', 'sce04141  Protein processing in endoplasmic reticulum']"
RPT4,['PATHWAY     sce03050  Proteasome']
PAC1,"['PATHWAY     sce00565  Ether lipid metabolism', 'sce01100  Metabolic pathways']"
VPH1,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
MOD5,"['PATHWAY     sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
RIM20,['PATHWAY     sce04144  Endocytosis']
HEM4,"['PATHWAY     sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
MPD1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
RPS10A,['PATHWAY     sce03010  Ribosome']
RRS1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
CPA1,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
SNU66,['PATHWAY     sce03040  Spliceosome']
NOP58,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
DGK1,"['PATHWAY     sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
FAA1,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce00071  Fatty acid degradation', 'sce01100  Metabolic pathways', 'sce01212  Fatty acid metabolism', 'sce04146  Peroxisome']"
HSH49,['PATHWAY     sce03040  Spliceosome']
PMT3,"['PATHWAY     sce00514  Other types of O-glycan biosynthesis', 'sce00515  Mannose type O-glycan biosynthesis', 'sce01100  Metabolic pathways']"
SNC2,['PATHWAY     sce04130  SNARE interactions in vesicular transport']
PDR10,['PATHWAY     sce02010  ABC transporters']
MIP1,['PATHWAY     sce04139  Mitophagy - yeast']
VMA4,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
ALA1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
KRE5,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
UBC11,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
RPA43,['PATHWAY     sce03020  RNA polymerase']
RPA190,['PATHWAY     sce03020  RNA polymerase']
PYK2,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00230  Purine metabolism', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce01240  Biosynthesis of cofactors']"
MEK1,['PATHWAY     sce04113  Meiosis - yeast']
SNX3,['PATHWAY     sce04144  Endocytosis']
PDE2,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
PRE10,['PATHWAY     sce03050  Proteasome']
RAD17,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
NUD1,['PATHWAY     sce04392  Hippo signaling pathway - multiple species']
ALD4,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00053  Ascorbate and aldarate metabolism', 'sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00310  Lysine degradation', 'sce00330  Arginine and proline metabolism', 'sce00340  Histidine metabolism', 'sce00380  Tryptophan metabolism', 'sce00410  beta-Alanine metabolism', 'sce00561  Glycerolipid metabolism', 'sce00620  Pyruvate metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
GDH1,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce00910  Nitrogen metabolism', 'sce01100  Metabolic pathways']"
FDH1,"['PATHWAY     sce00630  Glyoxylate and dicarboxylate metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01200  Carbon metabolism']"
HSP33,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
ERR1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce03018  RNA degradation']"
SNF8,['PATHWAY     sce04144  Endocytosis']
TAF3,['PATHWAY     sce03022  Basal transcription factors']
MRPS16,['PATHWAY     sce03010  Ribosome']
MET12,"['PATHWAY     sce00670  One carbon pool by folate', 'sce01100  Metabolic pathways']"
ERG10,"['PATHWAY     sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00310  Lysine degradation', 'sce00380  Tryptophan metabolism', 'sce00620  Pyruvate metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce00650  Butanoate metabolism', 'sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01212  Fatty acid metabolism']"
PHO85,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04138  Autophagy - yeast']"
PMA2,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
ISM1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
NOP4,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
VPS16,['PATHWAY     sce04138  Autophagy - yeast']
ELC1,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
DIG1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
MNN9,"['PATHWAY     sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways']"
KTR6,"['PATHWAY     sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways']"
PDR12,['PATHWAY     sce02010  ABC transporters']
ALD6,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00053  Ascorbate and aldarate metabolism', 'sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00310  Lysine degradation', 'sce00330  Arginine and proline metabolism', 'sce00340  Histidine metabolism', 'sce00380  Tryptophan metabolism', 'sce00410  beta-Alanine metabolism', 'sce00561  Glycerolipid metabolism', 'sce00620  Pyruvate metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
VPS28,['PATHWAY     sce04144  Endocytosis']
BTS1,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
GPI2,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
RPS9A,['PATHWAY     sce03010  Ribosome']
YDC1,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways']"
RLM1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
RPS6A,['PATHWAY     sce03010  Ribosome']
GLR1,"['PATHWAY     sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways']"
SEC62,"['PATHWAY     sce03060  Protein export', 'sce04141  Protein processing in endoplasmic reticulum']"
ERI1,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
PNG1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
MSY1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
ATG21,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
MSD1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
SSE1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
GDE1,['PATHWAY     sce00564  Glycerophospholipid metabolism']
CAR1,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce00330  Arginine and proline metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
BEM3,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
IDI1,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
VPS30,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
TFB2,"['PATHWAY     sce03022  Basal transcription factors', 'sce03420  Nucleotide excision repair']"
KAP120,['PATHWAY     sce03013  Nucleocytoplasmic transport']
NAN1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
COX11,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
MKK2,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04139  Mitophagy - yeast']"
PXA1,"['PATHWAY     sce02010  ABC transporters', 'sce04146  Peroxisome']"
PPT2,"['PATHWAY     sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways']"
ATG5,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
PRP46,['PATHWAY     sce03040  Spliceosome']
RAD53,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
PEP4,['PATHWAY     sce04138  Autophagy - yeast']
CDC60,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
MLH3,['PATHWAY     sce03430  Mismatch repair']
MEX67,"['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes', 'sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway']"
COX10,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce00860  Porphyrin and chlorophyll metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
MRPL40,['PATHWAY     sce03010  Ribosome']
SPT14,"['PATHWAY     sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'sce01100  Metabolic pathways']"
CBC2,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway', 'sce03040  Spliceosome']"
PPQ1,"['PATHWAY     sce03015  mRNA surveillance pathway', 'sce04113  Meiosis - yeast']"
RTC6,['PATHWAY     sce03010  Ribosome']
DDC1,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
RPL7B,['PATHWAY     sce03010  Ribosome']
TPK2,"['PATHWAY     sce04113  Meiosis - yeast', 'sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
HRR25,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
PGC1,['PATHWAY     sce00564  Glycerophospholipid metabolism']
SRP72,['PATHWAY     sce03060  Protein export']
LEA1,['PATHWAY     sce03040  Spliceosome']
THI6,"['PATHWAY     sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
BMS1,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
RPL1A,['PATHWAY     sce03010  Ribosome']
ALG5,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
FAS2,"['PATHWAY     sce00061  Fatty acid biosynthesis', 'sce01100  Metabolic pathways', 'sce01212  Fatty acid metabolism']"
SSO1,['PATHWAY     sce04130  SNARE interactions in vesicular transport']
VMA11,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
HSP82,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
SRP68,['PATHWAY     sce03060  Protein export']
CLN2,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
THI21,"['PATHWAY     sce00730  Thiamine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
FUM1,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
PLC1,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
MDL2,['PATHWAY     sce02010  ABC transporters']
SAM4,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
HSP32,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
ERR2,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids', 'sce03018  RNA degradation']"
CIT3,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
PDH1,"['PATHWAY     sce00640  Propanoate metabolism', 'sce01100  Metabolic pathways']"
ICL2,"['PATHWAY     sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
REC8,['PATHWAY     sce04113  Meiosis - yeast']
RPA135,['PATHWAY     sce03020  RNA polymerase']
TIF6,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
MCM4,"['PATHWAY     sce03030  DNA replication', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
ATP20,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
YME1,['PATHWAY     sce04139  Mitophagy - yeast']
ATH1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
HTS1,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
GLN1,"['PATHWAY     sce00220  Arginine biosynthesis', 'sce00250  Alanine, aspartate and glutamate metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce00910  Nitrogen metabolism', 'sce01100  Metabolic pathways', 'sce01230  Biosynthesis of amino acids']"
VMA13,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
TIP41,['PATHWAY     sce04138  Autophagy - yeast']
ATG11,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast', 'sce04139  Mitophagy - yeast']"
TFB4,"['PATHWAY     sce03022  Basal transcription factors', 'sce03420  Nucleotide excision repair']"
ARO7,"['PATHWAY     sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
FCY1,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce00330  Arginine and proline metabolism', 'sce01100  Metabolic pathways']"
SPE3,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce00330  Arginine and proline metabolism', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways']"
NOT5,['PATHWAY     sce03018  RNA degradation']
LTP1,"['PATHWAY     sce00730  Thiamine metabolism', 'sce00740  Riboflavin metabolism', 'sce01100  Metabolic pathways']"
TKL1,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
OPY2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
MRL1,['PATHWAY     sce04145  Phagosome']
GRS2,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
DIB1,['PATHWAY     sce03040  Spliceosome']
SUA7,['PATHWAY     sce03022  Basal transcription factors']
SRP54,['PATHWAY     sce03060  Protein export']
PRE2,['PATHWAY     sce03050  Proteasome']
YTH1,['PATHWAY     sce03015  mRNA surveillance pathway']
RPN7,['PATHWAY     sce03050  Proteasome']
RPC40,['PATHWAY     sce03020  RNA polymerase']
DBF20,['PATHWAY     sce04111  Cell cycle - yeast']
PIS1,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system']"
MRI1,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce01100  Metabolic pathways']"
CLB2,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast']"
CLB5,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
LOA1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
TAZ1,['PATHWAY     sce00564  Glycerophospholipid metabolism']
ASN1,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids']"
GPH1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
ORC4,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
MET16,"['PATHWAY     sce00920  Sulfur metabolism', 'sce01100  Metabolic pathways']"
VPS4,['PATHWAY     sce04144  Endocytosis']
DPB2,"['PATHWAY     sce03030  DNA replication', 'sce03410  Base excision repair', 'sce03420  Nucleotide excision repair']"
PRP4,['PATHWAY     sce03040  Spliceosome']
AOS1,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
SMX3,['PATHWAY     sce03040  Spliceosome']
DPM1,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
GDB1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
